candidate,raw_count,message_reach
any issues,7,6
not everyone,6,6
its part,6,6
"6'2  ""  kia hyundai",6,6
slush,6,6
perfect balance,6,6
wash,6,6
car  l toyota ed,6,6
quite a bit,6,6
better value,7,6
real toyota,6,6
cts interior,6,6
real aluminum,7,6
support,6,6
15 years,7,6
duration,6,6
its interior,6,6
5 speed auto,6,6
mags,7,6
new lexus,8,6
utility,6,6
club,7,6
another example,6,6
class leader,7,6
only time,6,6
$10k difference,6,6
stretch,6,6
bed,6,6
lets,6,6
fix,6,6
high quality,6,6
negatives,7,6
whole story,6,6
grille,6,6
530xi,12,6
layout,6,6
praise,6,6
edges,6,6
seconds,6,6
opposite,6,6
crack,6,6
2007 cts,6,6
action,6,6
lexus es350,6,6
grain,7,6
current crop,6,6
dvd-audio,6,6
exterior styling,6,6
status,6,6
other things,6,6
"6'1  ""  kia hyundai",6,6
rails,6,6
little things,6,6
hatch,8,6
extra weight,7,6
luxury manufacturer,6,6
same reason,6,6
no issues,6,6
lexus is350,6,6
which car,7,6
fluids,6,6
quote,6,6
loaded  toyota,6,6
attributes,6,6
tls,6,6
"any   ""  kia hyundai premium  ""  kia hyundai  brand base model vehicle",6,6
dumbest buy,7,6
commute,6,6
boards,6,6
different people,6,6
plus,6,6
good value,7,6
only difference,7,6
bmw's  bmw,6,6
japanese counterparts,7,6
bad experience,6,6
few options,6,6
more people,6,6
29k,9,6
changes,6,6
input,6,6
325xi,8,6
snows,6,6
fit,6,6
good reviews,7,6
hit,6,6
arrogance,6,6
train,6,6
2 adults,6,6
imo.regards,6,6
both vehicles,6,6
full msrp,6,6
court,6,6
f1,12,6
route,6,6
following,6,6
version,6,6
x type,10,6
bulletproof,6,6
different story,6,6
crash,7,6
all things,6,6
lexus gs,6,6
emphasis,6,6
bits,6,6
jd power,6,6
interstate,6,6
10 years,8,6
notch,6,6
any event,6,6
assumptions,6,6
details,6,6
liking,6,6
6 series,9,6
character toyota ics,6,6
excuses,6,6
capabilities,6,6
20 years,6,6
whole lot,7,6
suggestions,7,6
destination charge,7,6
big bucks,6,6
license,6,6
brain,6,6
which case,6,6
good job,6,6
development,6,6
amenities,6,6
m-b,6,6
guide,6,6
almost everyone,6,6
compromise,6,6
it&#146;s,6,6
destination,6,6
gears,6,6
brand new car,6,6
stat toyota ics,6,6
stat,7,6
great fun,6,6
houses,6,6
italy,8,6
formula,6,6
better fuel economy,7,6
funds,6,6
racetrack,6,6
merc,6,6
spot,6,6
august,6,6
rears,6,6
confidence,6,6
crowd,6,6
apple,6,6
90k,7,6
congratulations,6,6
skidpad,6,6
dallas,7,6
viewpoint,6,6
kia hyundai  honda,6,6
dinner,7,6
too many people,6,6
fun  car,7,6
( honda,6,6
any ellps,6,6
rate,6,6
only options,6,6
true cost,6,6
crossover,6,6
scenery,6,6
south,6,6
last couple,6,6
center console,6,6
17k,7,6
speed limit,6,6
boost,6,6
digital compass,6,6
sport suspension package,6,6
high performance,6,6
btw,6,6
n54,9,6
ac,6,6
rumor,6,6
market place,6,6
pletko,6,6
new engine,6,6
250hp,9,6
2005  audi,6,6
jack,6,6
analysis,6,6
how many people,6,6
upgrade,6,6
its size,6,6
another poster,6,6
power  seat,6,6
ct,6,6
rwd version,6,6
few others,6,6
"18  ""  kia hyundai  wheel",8,6
extent,6,6
appointment,7,6
theirs,6,6
reaction,6,6
crude oil,8,6
goodies,6,6
scheduled maintenance,7,6
mb    mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz,6,6
geez,7,6
"18  ""  kia hyundai",8,6
boatload,6,6
local bmw dealer,6,6
nice  car,6,6
lights,6,6
purposes,7,6
interior quality,7,6
electrical issues,6,6
good  car,6,6
structure,6,6
dna,6,6
ellps market,6,6
manual trannies,6,6
auto show,6,6
field,6,6
another forum,6,6
all the options,6,6
japanese car,6,6
soul,6,6
compact,6,6
pull,6,6
tl sh,6,6
chat,6,6
detroit,9,6
ad,6,6
wrong,6,6
40s,8,6
non-permissible content,6,6
degree,6,6
infinti,6,6
dodge p,6,6
30s,7,6
13k,8,6
pickup,6,6
lincoln  interior,7,6
ourselves,6,6
poster,6,6
tl sh-awd advance,6,6
no market,6,6
tl and  acura,7,6
assumption,5,5
305hp,7,5
those 3 facts,5,5
top notch,5,5
overall performance,5,5
handling department,5,5
makes,5,5
try,5,5
gear,7,5
400k,6,5
200k,7,5
328/335,5,5
idiot,5,5
income,7,5
brake/rotor issues,6,5
front rotors,9,5
exceptions,5,5
cut,6,5
pontiac 5s,6,5
above,5,5
80 mph,6,5
tape,5,5
tracks,6,5
1k,5,5
[non-permissible content,5,5
agreement,5,5
bad car,5,5
uncle,6,5
most american  car,5,5
big problem,5,5
ladder,5,5
mods,5,5
aluminum trim,6,5
220hp,6,5
lsd,5,5
rpm,6,5
toyota ance,5,5
$50k,5,5
s500,6,5
occasion,6,5
nissan/infiniti,6,5
sales manager,5,5
first post,5,5
shifts,5,5
diesel prices,5,5
v8 model,5,5
tough time,5,5
water pump,5,5
good news,5,5
local dealers,5,5
center,5,5
120k,6,5
hoot,5,5
me.i,5,5
so many people,5,5
luxury market,5,5
dec,5,5
trips,6,5
player,5,5
electri honda,13,5
5s,5,5
revs,6,5
exhaust,8,5
starting price,6,5
fantastic car,5,5
51k,6,5
top end,5,5
s4s,7,5
rx,5,5
sign,5,5
only one,5,5
twin turbo,5,5
"1  ""  kia hyundai",5,5
great deals,5,5
sept,6,5
otoh,5,5
performance numbers,6,5
good grief,5,5
same equipment,5,5
awd car,6,5
c63,5,5
combo,6,5
30 mpg,5,5
barrel,7,5
inline,7,5
toy,5,5
car companies,5,5
floaty,5,5
hassle,5,5
3 series sedan,5,5
idiots,5,5
weeks,5,5
xi,5,5
australia,5,5
saturday,5,5
i&#146;d,5,5
e63,6,5
sky,5,5
$39k  bmw,5,5
gas pedal,5,5
b210,7,5
driving position,5,5
current,5,5
prize,5,5
how many miles,5,5
turning radius,5,5
f dodge e,5,5
mechanics,5,5
lineup,5,5
split,5,5
dealer lots,5,5
bling,8,5
e550,7,5
ls400,6,5
most buyers,5,5
5.4 seconds,5,5
possibility,5,5
legroom,5,5
killer,5,5
these  sedan,5,5
breed,5,5
simpli honda,8,5
block,7,5
lps,6,5
bmw models,5,5
services,5,5
hair,5,5
bmw owner,5,5
personal preference,5,5
auto writers,5,5
slk,5,5
:p best regards,5,5
18 months,6,5
those options,5,5
trend,5,5
100mph,6,5
entry level performance  sedan,5,5
$40k car,5,5
first three years,5,5
kia hyundai  l toyota,5,5
springs,5,5
collision,6,5
hummer,5,5
next generation,5,5
brake dust,6,5
full stop,5,5
about the same price,5,5
jobs,5,5
5 owners,5,5
service manager,5,5
loaner car,5,5
bet,5,5
new c class,5,5
shoulders,5,5
new mini,5,5
improvements,5,5
price tag,5,5
bad weather,5,5
5.7 seconds,6,5
tour,5,5
2008' cadillac cts,5,5
no offense,5,5
father's 1997 park,5,5
bad things,5,5
storage,5,5
body style,5,5
other drivers,5,5
its handling,6,5
blend,5,5
2 weeks,5,5
those features,5,5
show,5,5
yr,5,5
ad dollars,7,5
views,7,5
318ti,10,5
wall,5,5
4 cyl,5,5
"no   ""  kia hyundai",5,5
most folks,6,5
ultra,5,5
$36k,5,5
suspension tuning,5,5
wire,5,5
offer,6,5
roundel,5,5
sporty  sedan,5,5
main issue,5,5
expenses,5,5
its pointless,5,5
great gas mileage,5,5
doctor,5,5
two  bmw,5,5
3rd,5,5
ohio,5,5
all-season tires,5,5
jiffy lube,7,5
study,7,5
areas,5,5
last 10 years,5,5
rip,5,5
rise,10,5
new thread,5,5
base cts,5,5
all the time,5,5
buttons,6,5
excellent handling,5,5
good choices,5,5
muscle  car,6,5
vdim,6,5
i'll,6,5
chevrolet  ss,5,5
last post,5,5
sp,6,5
same problem,5,5
science,5,5
better performance,6,5
climate control,5,5
mp3,5,5
$52k,5,5
economics,5,5
fake wood,5,5
chore,5,5
little bit,5,5
go,5,5
bmw interiors,5,5
message,5,5
new transmission,5,5
mod,6,5
good looks,5,5
laugh,5,5
you people,5,5
more bang,5,5
gs350 awd,5,5
bike,5,5
65 mph,5,5
previous posts,5,5
nice ride,5,5
sheet metal,5,5
tiny bit,5,5
new england,5,5
it.you,5,5
any  bmw,5,5
a/c,5,5
poseurs,5,5
tsib,5,5
10th,5,5
intellichoice,6,5
sporty,5,5
-loren,5,5
dings,6,5
leg room,7,5
humans,5,5
17s,8,5
monday,5,5
one day,5,5
deal breaker,5,5
sales guy,6,5
baby,5,5
extreme,5,5
-)best regards,5,5
drop,5,5
wagons,5,5
conclusion,7,5
e46 zhp,5,5
21k,5,5
height,5,5
body roll,5,5
interior size,5,5
300zx,7,5
top priority,5,5
maserati,5,5
good one,5,5
memory  seat,5,5
girl,5,5
practice,6,5
ellps forum,5,5
few days,5,5
evil wife,6,5
child,5,5
few weeks,5,5
good choice,5,5
se,7,5
fwd platform,5,5
nvh,5,5
same suspension,5,5
active steering,5,5
comparable bmw,5,5
basis,5,5
call,5,5
relation,5,5
slushboxes,5,5
dip,5,5
phone,7,5
different priorities,5,5
steal,5,5
not all,5,5
zero  problem,5,5
05 tl,5,5
appeal,6,5
4 adults,5,5
evolution,5,5
-60 1/4 mi,5,5
24 months,5,5
personal experiences,5,5
old model,5,5
rwd  car,5,5
volkswagen  gli,5,5
verdict,6,5
assertion,5,5
bundle,5,5
skills,5,5
any thoughts,5,5
florida,5,5
practicality,6,5
cold weather package,5,5
testing,5,5
copy,6,5
east coast,5,5
backup camera,5,5
stigma,5,5
few  car,5,5
northeast,6,5
everyday driving,5,5
rear wheels,5,5
big step,5,5
three  car,5,5
10x,9,5
every vehicle,5,5
tool,5,5
average reliability,5,5
zsp,5,5
big factor,6,5
four years,6,5
more  problem,5,5
business associate,5,5
slk55,5,5
enthusiasm,5,5
bragging rights,5,5
rides,5,5
worries,5,5
closest thing,5,5
attitude,5,5
asia,5,5
no car,5,5
woman,5,5
event,5,5
pur toyota,5,5
suzuki,5,5
sunroofs,5,5
more torque,6,5
$277/mo,5,5
oldcem,5,5
chances,6,5
build quality,6,5
ford ed,5,5
500hp,8,5
qualities,5,5
good gas mileage,5,5
atlanta auto show,5,5
concern,5,5
pos,6,5
bmw website,5,5
workers,6,5
approx,6,5
m1,7,5
loyalty,6,5
car mags,5,5
one time,5,5
caddy cts,5,5
no object,5,5
luxury nameplates,5,5
6-speed mt,5,5
mazda peed6,7,5
seat heaters,5,5
bmw 's interior,5,5
market share,5,5
challenge,5,5
all the other  car,5,5
600hp,8,5
tt,10,5
leader,5,5
signs,6,5
hahaha,5,5
one area,5,5
loaded  pontiac,5,5
worth,5,5
bmw drivers,5,5
op,5,5
damn thing,5,5
nicks,5,5
all accounts,5,5
german vehicles,5,5
bentley,6,5
hids,6,5
several people,5,5
100k miles,5,5
d toyota inction,5,5
16k,5,5
base 3 series,5,5
red,5,5
all the rest,5,5
theory,5,5
claims,5,5
"""  kia hyundai performance",5,5
bmw dealers,5,5
these guys,5,5
its segment,5,5
most luxury buyers,5,5
adults,5,5
food,5,5
frequent flyer miles,5,5
kudos,5,5
great choice,5,5
july,5,5
cl,7,5
marketplace,5,5
best choice,5,5
mixed driving,5,5
ton,5,5
environment,5,5
s420,11,5
base models,5,5
agenda,5,5
hvac,5,5
best interior,5,5
bmw  owners,6,5
authority,5,5
every manufacturer,5,5
gloves,5,5
feelings,5,5
kia hyundai fun,5,5
advantages,5,5
luxury performance,5,5
spirit,5,5
enough room,6,5
sacd,6,5
tire rack,5,5
beak,5,5
second set,5,5
prob,5,5
all these  car,5,5
v6  acura,6,5
honda  platform,5,5
acura badge,5,5
more value,6,5
sight,4,4
disk,4,4
used  car,4,4
f30,8,4
2012 acura,4,4
proper luxury,5,4
g series,4,4
2011  bmw,4,4
2011 tl,4,4
values,4,4
acura  i4,4,4
ford  gt,4,4
luxury features,4,4
better financial decision,4,4
similarly equipped japanese vs german luxury vehicles,4,4
problem littered german vehicle,5,4
residuals,4,4
benefit,4,4
presence,4,4
works,4,4
car direct price,6,4
east,4,4
one way,4,4
stamford,4,4
taiwan,4,4
radar,4,4
e46 325i,5,4
dashboard,4,4
makers,4,4
pic,4,4
car shopping,4,4
major issue,4,4
pennies,4,4
lexus ls,4,4
leather standard,4,4
optional leather,4,4
upgrades,4,4
quad pipes,4,4
right thing,4,4
different reasons,4,4
best interiors,4,4
sport pkg,4,4
other areas,4,4
early 90s,4,4
"kia hyundai soft  ""  kia hyundai",4,4
"""  kia hyundai better value",4,4
airfare,5,4
trip cost,4,4
defect,4,4
other competitors,4,4
luxury vehicle,4,4
interior  toyota,4,4
braking,4,4
higher resale,4,4
rental car,4,4
911 turbo,4,4
its  car,4,4
complaint,4,4
mars,6,4
03  pontiac,4,4
real life,4,4
certain features,4,4
next gen tl,4,4
odds,8,4
335s,5,4
personal favorite,4,4
reactions,4,4
good use,4,4
pix,4,4
luxury nameplate,4,4
even that,4,4
stone,4,4
12k miles,4,4
standard leather,4,4
any stats,4,4
slab,4,4
public forum,4,4
autoshow,5,4
awd.i,4,4
these ellps,4,4
two choices,4,4
kia hyundai   bmw,4,4
wear,4,4
great post,4,4
buick lucerne,4,4
both sides,4,4
spectrum,4,4
gadgetry,4,4
bangle,4,4
sport model,4,4
excitement,4,4
turbos,5,4
leather interior,4,4
seating,4,4
speech,5,4
effort,4,4
whoever,4,4
short answer,4,4
holidays,4,4
next gen,4,4
higher speeds,4,4
toss,4,4
today's standards,4,4
car handles,4,4
audi interior,4,4
aspect,4,4
nerve,5,4
april issue,4,4
spots,4,4
all-wheel drive,6,4
tl/ acura,4,4
systems,4,4
norm,4,4
curb weight,4,4
glass,4,4
luxury sedan,6,4
335 coupe,4,4
pa dodge eters,5,4
blood,4,4
stickshift,4,4
every post,4,4
hopes,4,4
excellent job,4,4
character,4,4
1.8t,4,4
kia hyundai  :p,4,4
introduction,4,4
installation,5,4
such a car,4,4
higher prices,4,4
land rover,4,4
original owner,4,4
0-60 time,5,4
sales figures,4,4
new  honda,4,4
precision,5,4
components,4,4
all-seasons,4,4
similarly equipped vehicles,4,4
rear passengers,4,4
other stuff,4,4
recommendation,4,4
ignition,4,4
spare,4,4
prowess,4,4
right direction,4,4
lot more people,4,4
texas,4,4
350s,5,4
fall,4,4
e36  bmw,4,4
new  toyota,4,4
extended family,4,4
apologies,4,4
ymmv,4,4
audio,4,4
323i,5,4
installer,5,4
kinda,4,4
profit margins,4,4
just that,4,4
other posts,4,4
6k,4,4
manual mode,7,4
more car,4,4
more standard features,4,4
outstanding value,4,4
first hand,4,4
great stereo,4,4
bmwfs,4,4
big way,4,4
other posters,4,4
good set,4,4
cell phone,4,4
no cap reduction,4,4
under 4%,6,4
reasonable price,4,4
virtually every car,4,4
the-lot,5,4
another reason,4,4
e300,4,4
grade,4,4
aftermarket chips,4,4
worse gas mileage,4,4
phrase,5,4
port,4,4
standard options,4,4
bmw 328xi,4,4
match,4,4
one more time,5,4
(msrp,4,4
audio system,4,4
c320,5,4
high speed,4,4
types,5,4
more expensive car,4,4
tad,4,4
2004 tl,5,4
accelerator,4,4
quantity,4,4
all this,4,4
whole,4,4
better  car,4,4
right choice,4,4
redline,4,4
reverse,4,4
no interest,4,4
19k,4,4
infiniti  bmw,4,4
mondeo,8,4
all seasons,4,4
motorcycle,5,4
beemer,4,4
grand total,4,4
one brand,4,4
steer,4,4
ford  ford,4,4
ball,4,4
either that,4,4
paperwork,4,4
email,4,4
several  car,4,4
force,4,4
door panel,5,4
lesser machines,5,4
long legs,5,4
ride quality,4,4
huh,4,4
bmw's site,4,4
wrong direction,4,4
e90 3 series,4,4
better reliability,5,4
10%,4,4
150k miles,4,4
bugs,4,4
both performance,4,4
4.7 seconds,4,4
base msrp,4,4
one person,4,4
gulf,5,4
lps class,7,4
70 mph,4,4
sound insulation,4,4
only part,4,4
service records,4,4
stoplights,4,4
no value,4,4
possibilities,4,4
hertz,4,4
sites,4,4
role,4,4
airport,4,4
homework,4,4
certain areas,4,4
these posts,4,4
reflexes,4,4
soph,4,4
importance,4,4
"kia hyundai sport  ""  kia hyundai",4,4
v6s,4,4
msrps,4,4
price comparisons,4,4
another dealer,5,4
accountants,4,4
wanna,4,4
every,4,4
only room,4,4
light weight,4,4
premium gas,4,4
autoweek,4,4
michelins,4,4
pa,5,4
ellps car,4,4
same level,6,4
only game,4,4
more hp,6,4
more questions,4,4
dream,4,4
yup,4,4
no point,4,4
vibrations,4,4
any amount,4,4
fraction,4,4
1995 nissan  nissan,4,4
rhetoric,4,4
whatever reason,4,4
40k miles,4,4
few hours,4,4
biggest problem,4,4
e23,8,4
ugh,4,4
hard drive,4,4
turbo dodge,4,4
no thanks,4,4
extra gas,4,4
"4.9	13.6	144	160	0.87	19$36,000.00",4,4
no big deal,6,4
35 series,5,4
only bmw,4,4
drives,4,4
more room,4,4
party,4,4
decent handling,4,4
nyc,4,4
road trip,4,4
drag race,4,4
any other brand,4,4
stripped is350,6,4
scales,4,4
$24k,4,4
exaggeration,4,4
those areas,4,4
reviewer,4,4
spt pck,4,4
minimum,4,4
deposit,4,4
bag,4,4
half the price,4,4
g coupe,4,4
one option,4,4
soccer moms,4,4
100 mph,4,4
diff,4,4
bummer,4,4
compliment,4,4
kia hyundai .i,4,4
lexus es,4,4
new nose,4,4
ideal is350,4,4
ideal  bmw,5,4
arm rest,5,4
alternative,4,4
perfection,4,4
all the people,4,4
reduction,4,4
request,4,4
shopping,4,4
cross,4,4
106k,5,4
more weight,4,4
older  car,4,4
impressions,4,4
power output,4,4
entry level performance sedan,4,4
one hand,4,4
test results,4,4
mother,4,4
quiet smooth ride,4,4
department,4,4
configuration,4,4
german,4,4
navigation package,5,4
heap,4,4
200 hp,4,4
lifestyle,4,4
exit,5,4
best ellps,5,4
chevrolet ed,4,4
men,6,4
front  seat,4,4
those buyers,4,4
computers,4,4
$0.00 cost decision,4,4
more parts,4,4
southern california,4,4
e9x  bmw,6,4
seating position,5,4
306 hp,4,4
e90s,7,4
whole car,4,4
odd things,4,4
korea,4,4
kia hyundai  loyalty,4,4
ytd,5,4
condition,4,4
is500,9,4
pounds,4,4
stoplight,4,4
execution,4,4
relatives,4,4
all those,4,4
no room,4,4
angle,4,4
utter crap,4,4
mercury,5,4
new tires,4,4
back  seat,4,4
gli,7,4
older model,5,4
handful,4,4
fear,4,4
08s,7,4
peak,4,4
repair cost,4,4
filter,5,4
its weight,4,4
routine maintenance,4,4
japanese vehicles,5,4
these 3  car,4,4
watch?v,4,4
kia hyundai audi,4,4
capa honda,4,4
next few years,4,4
lies,6,4
2003  pontiac,4,4
threshold,4,4
everytime,4,4
cheaper car,4,4
long haul,4,4
50s,6,4
few people,4,4
-rocky,4,4
sporty car,4,4
lead,4,4
living,4,4
numb steering,5,4
rear view mirror,4,4
dead horse,4,4
no slouch,4,4
v10,6,4
cadillac sts,4,4
same day,4,4
no desire,4,4
path,4,4
gospel,5,4
rags,4,4
ex toyota ence,4,4
buffalo,6,4
tear,4,4
complaints,4,4
mb-usa,6,4
both the tl,4,4
outgoing model,4,4
original,4,4
gearing,4,4
nameplate,4,4
kia hyundai entry-level luxury performance  sedan,4,4
any comments,4,4
responses,5,4
typical options,4,4
rental fleets,5,4
centage,4,4
similar quality,4,4
interesting post,4,4
1999  bmw,4,4
pre,4,4
lexus zealots,4,4
no data,4,4
solution,5,4
one company,4,4
incident,4,4
penalty,4,4
tomb,4,4
allocation,4,4
$18k,4,4
go figure,4,4
decisions,5,4
better gas mileage,4,4
region,4,4
best handling,4,4
all vehicles,5,4
candle,4,4
other  sedan,4,4
bay area,4,4
old car,4,4
high quality materials,4,4
dry pavement,4,4
personal taste,5,4
molding,5,4
other car,4,4
door dings,4,4
entrance,5,4
ma,5,4
93 octane,4,4
aunt,4,4
automobile magazine,5,4
shocks,5,4
initial quality,4,4
big issue,4,4
inventory,4,4
nice try,4,4
lf,6,4
dc area,4,4
perceptions,4,4
unit,4,4
"only 5'8  ""  kia hyundai",4,4
many bmw3  car,4,4
its reliability,4,4
recognition,5,4
good reason,4,4
those two  car,4,4
autotrader,4,4
fwd  audi,4,4
last car,4,4
infiniti g,4,4
sorts,4,4
10 minutes,4,4
anticipation,4,4
elit toyota,4,4
strike,5,4
2004 acura,4,4
0% financing,4,4
5%,4,4
clients,4,4
either side,4,4
aztec,4,4
print,4,4
parking brake,5,4
camera,4,4
net,4,4
mazda miata,4,4
kia hyundai entry level,4,4
hades,4,4
many things,4,4
spelling,4,4
status symbol,4,4
lower end,4,4
pontiac solstice,4,4
control arm,5,4
toyota te,4,4
didn&#146;t,5,4
best sound system,4,4
08' cadillac cts,4,4
any bmw owners,4,4
next one,4,4
windshield,4,4
belt,5,4
any sort,4,4
sts-v,4,4
last decade,4,4
p toyota,5,4
bmw   bmw,5,4
2003  bmw,4,4
heated steering wheel,4,4
any  car,4,4
other guy,4,4
pie,4,4
impact,5,4
what part,4,4
ground clearance,4,4
general,4,4
23mpg,5,4
curve,4,4
new ride,4,4
those figures,4,4
understatement,4,4
#149;?'05 audi s4,4,4
un toyota ue,4,4
heritage,4,4
depth,4,4
residual values,4,4
pdc,4,4
hid,4,4
motion,4,4
dvds,6,4
another way,4,4
cds,4,4
v1,10,4
280 hp,4,4
taxi,4,4
bath,4,4
trade-in value,4,4
trading,4,4
40k car,6,4
portion,5,4
quotes,4,4
interior room,5,4
6-speed manual transmission,4,4
#149;?'04 lexus rx330,4,4
( bmw,4,4
fantastic deal,4,4
insanity,5,4
"""  kia hyundai free  ""  kia hyundai  maintenance",4,4
28mpg,5,4
what  car,4,4
current gen,4,4
quarter,4,4
dealer service,4,4
350 hp,4,4
08 cts,8,4
me.regards,4,4
dimensions,4,4
quarter mile,4,4
postings,4,4
headlights,4,4
small  car,4,4
12 years,4,4
lord,4,4
c55,4,4
throttle response,4,4
daytime contact info,4,4
overall package,4,4
no such thing,4,4
r32,7,4
new interior,4,4
new tranny,4,4
run flat tires,4,4
electrical  problem,4,4
laws,5,4
not all devices,4,4
more electri honda,4,4
fairness,4,4
reviewers,4,4
previous owner,4,4
alfa,4,4
contract,5,4
abilities,4,4
several others,4,4
bmw fans,4,4
homes,4,4
reliability issues,4,4
pano dodge,4,4
lighter ones,5,4
kia hyundai  it,5,4
another 200-300 lbs,4,4
wiki,4,4
european car,4,4
infiniti  sedan,4,4
audi drive,6,4
car loan,4,4
los angeles,4,4
euros,4,4
oxygen,5,4
5 speed,4,4
2-3 years,4,4
growl,4,4
cup holders,7,4
flight,6,4
kia hyundai  forum,4,4
what models,5,4
oem,4,4
brief while,4,4
tsb,5,4
metric,5,4
bullet proof,4,4
row,4,4
subie,4,4
smaller car,4,4
long run,4,4
beholder,4,4
"19  ""  kia hyundai  sport package",4,4
tow truck,5,4
good price,4,4
money factor,4,4
bmw .i,4,4
grace,4,4
any speed,4,4
300lbs,5,4
children,4,4
national newspaper,4,4
next purchase,4,4
warranty work,4,4
european,4,4
other features,4,4
employee pricing,4,4
250s,5,4
tl-,4,4
transmission issues,8,4
fx,4,4
stealers,4,4
posting,4,4
sporting nature,4,4
tachometer,4,4
85 mph,4,4
kyfdx,4,4
bend,4,4
what a difference,4,4
tuners,4,4
family sedan,4,4
pedals,4,4
quite some time,4,4
many buyers,4,4
both the  acura,4,4
best price,4,4
good points,4,4
6 cyl,4,4
someplace,4,4
these numbers,4,4
understeer,5,4
blog,4,4
infiniti s,5,4
its sales,4,4
vin,5,4
car market,4,4
heavy tl,4,4
another brand,4,4
luxury models,4,4
major complaint,5,4
recent c&d comparo,4,4
major  problem,4,4
read,4,4
south florida,4,4
all the bells,4,4
vision,4,4
heated leather  seat,4,4
bump,4,4
its fwd,4,4
beast,4,4
different strokes,4,4
decline,4,4
tail lights,4,4
ff miles,3,3
manual option,3,3
all bmw  bmw,3,3
cts revamp,3,3
connection,4,3
more powerful engine,3,3
flexibility,3,3
welcome thing,3,3
r&d,3,3
tl's engine,3,3
buying public,3,3
better interior,3,3
chunky gearbox action,3,3
on/off switch clutch,3,3
uncommunicative steering,3,3
20 hp,4,3
back  chevrolet,3,3
very beginning,3,3
positives,3,3
much bigger effect,3,3
fidelity,3,3
torque converter,3,3
all models,3,3
nature,3,3
next step,3,3
2.0t  audi,3,3
second look,3,3
"16  ""  kia hyundai",3,3
all that extra dough,3,3
heart attack,3,3
rest saturn,3,3
meal,3,3
luxury vehicles,3,3
no excuse,3,3
munich airport,5,3
comparison purposes,3,3
time period,3,3
google search,3,3
mirror,3,3
crackers,3,3
aux input,3,3
weekends,4,3
2005  acura,3,3
free revving engine,3,3
plane,3,3
clarity,3,3
power seat,4,3
2004 models,3,3
hawaii,3,3
3 series buyers,3,3
assertions,4,3
those devices,3,3
what color,3,3
sport-tuned suspension,3,3
many times,3,3
"5'9  ""  kia hyundai",3,3
kia hyundai .you,3,3
daily commute,3,3
commercial,3,3
acura 's engine,3,3
banked corners,3,3
best handling performance vehicle,3,3
entry level  car,3,3
large  car,3,3
race track,3,3
all sorts,3,3
meantime,3,3
starters,3,3
personal comments,3,3
imho.regards,3,3
rwd platform,3,3
grandpa,3,3
brake fluid,3,3
$25k,3,3
detroit torque,6,3
quality drive,3,3
summer ru toyota,3,3
450h,3,3
manual cts,3,3
bikes,3,3
bigwheels,3,3
all the others,3,3
better brakes,3,3
kia hyundai years,3,3
high cost,3,3
best option,3,3
one poster,3,3
99.9%,3,3
blame,3,3
management,3,3
low-profile tires,3,3
performance.i,4,3
rev,3,3
first model year,3,3
market segment,3,3
-topic,3,3
current generation,3,3
most bmw owners,3,3
competitive edge,3,3
great discount,3,3
auto makers,3,3
5'7,3,3
luxury side,3,3
ra toyota,3,3
reservation,3,3
capability,3,3
compact  car,3,3
realm,3,3
quite  toyota,3,3
fair price,3,3
low quality,3,3
95%,3,3
optimism,3,3
cheaper price,3,3
inclusion,3,3
kia hyundai anyone,3,3
bread,3,3
butter,3,3
long h toyota ory,3,3
xk,3,3
country roads,3,3
over 3000 lbs,3,3
different things,3,3
50 miles,3,3
kia hyundai  part,3,3
flash,3,3
$38k,3,3
classes,3,3
classics,3,3
cost cutting,3,3
classic case,3,3
niche market,4,3
expansion joints,3,3
trail brake,3,3
better job,3,3
1st generation,3,3
tight handling,3,3
"17  ""  kia hyundai  wheels",3,3
"""  kia hyundai numbers",3,3
compliant ride,3,3
oldengineer,3,3
4g tl,3,3
econobox,4,3
2006 model,3,3
volvo s40,3,3
discount tire,3,3
fronts,3,3
certain models,3,3
highways,3,3
essence,3,3
euro  car,3,3
bucks,3,3
schools,5,3
gm employee discount,3,3
even he,3,3
that.i,3,3
new acura,3,3
special order,3,3
task,3,3
button willow,4,3
electronic nannies,3,3
nevada,3,3
identity,3,3
class leaders,3,3
dealership experience,4,3
cnbc,3,3
fuel pump,4,3
fixed mortgage rates,3,3
14%,3,3
interest rates,3,3
interpretation,3,3
different vehicles,3,3
stance,3,3
machines,3,3
contest,3,3
names,3,3
younger brothers,3,3
well  toyota d,3,3
ride/handling,3,3
30 years,4,3
audience,3,3
muffler,3,3
grand,3,3
more gadgets,4,3
client,3,3
absolute performance,3,3
real life pic,3,3
factory pic,3,3
sunshade,3,3
s550,5,3
263hp,5,3
front bench seat,3,3
rx300,3,3
chicks,3,3
us enthusiasts,3,3
autos,4,3
performance perspective,3,3
grief,3,3
2008  bmw,4,3
"14  ""  kia hyundai  wheels",3,3
stage,3,3
limiter,3,3
youth,3,3
previous cts,3,3
audi  2.0t 6-speed,3,3
little bmw,3,3
ok,3,3
kia hyundai entry-level,3,3
second time,3,3
5-10k,3,3
2006  bmw  series,3,3
aside,4,3
posted speeds,3,3
scenario,3,3
boredom,3,3
manner,3,3
dodge ps,3,3
e55,8,3
